City_name,Nb_warehouses,Nb_customers
Ville_1270,0,2
Ville_1271,1,2
Ville_1272,0,3
Ville_1273,3,1
Ville_1274,3,0
Ville_1275,3,2
Ville_1276,2,2
Ville_1277,1,2
Ville_1278,1,3
Ville_1279,2,0
Ville_1280,0,1
Ville_1281,2,2
Ville_1282,3,0
Ville_1283,3,2
Ville_1284,2,3
Ville_1285,3,2
Ville_1286,1,0
Ville_1287,0,2
Ville_1288,0,2
Ville_1289,3,3
Ville_1290,2,3
Ville_1291,1,2
Ville_1292,2,2
Ville_1293,1,1
Ville_1294,3,0
Ville_1295,3,1
Ville_1296,3,3
Ville_1297,1,2
Ville_1298,3,2
Ville_1299,0,2
Ville_1300,3,0
Ville_1301,3,0
Ville_1302,0,0
Ville_1303,2,2
Ville_1304,0,1
Ville_1305,0,3
Ville_1306,3,1
Ville_1307,2,0
Ville_1308,3,0
Ville_1309,0,0
Ville_1310,3,3
Ville_1311,0,2
Ville_1312,0,3
Ville_1313,1,1
Ville_1314,0,3
Ville_1315,3,1
Ville_1316,1,0
Ville_1317,0,2
Ville_1318,1,1
Ville_1319,1,1
Ville_1320,1,1
Ville_1321,1,1
Ville_1322,2,0
Ville_1323,2,3
Ville_1324,2,1
Ville_1325,1,2
Ville_1326,2,0
Ville_1327,0,2
Ville_1328,0,0
Ville_1329,2,3
Ville_1330,0,1
Ville_1331,2,0
Ville_1332,0,1
Ville_1333,2,0
Ville_1334,2,1
Ville_1335,2,3
Ville_1336,1,1
Ville_1337,1,0
Ville_1338,3,2
Ville_1339,0,2
Ville_1340,3,0
Ville_1341,3,1
Ville_1342,0,1
Ville_1343,0,0
Ville_1344,0,2
Ville_1345,0,2
Ville_1346,2,1
Ville_1347,2,0
Ville_1348,2,1
Ville_1349,0,2
Ville_1350,2,3
Ville_1351,3,3
Ville_1352,2,1
Ville_1353,0,1
Ville_1354,0,1
Ville_1355,0,3
Ville_1356,1,2
Ville_1357,3,0
Ville_1358,1,3
Ville_1359,0,1
Ville_1360,0,1
Ville_1361,3,2
Ville_1362,1,3
Ville_1363,0,2
Ville_1364,2,2
Ville_1365,2,3
Ville_1366,2,2
Ville_1367,0,2
Ville_1368,1,0
Ville_1369,3,3
Ville_1370,0,2
Ville_1371,2,1
Ville_1372,3,0
Ville_1373,3,0
Ville_1374,0,3
Ville_1375,2,3
Ville_1376,3,1
Ville_1377,1,3
Ville_1378,2,2
Ville_1379,3,0
Ville_1380,0,3
Ville_1381,2,1
Ville_1382,3,3
Ville_1383,0,1
Ville_1384,3,0
Ville_1385,2,0
Ville_1386,1,2
Ville_1387,1,0
Ville_1388,2,1
Ville_1389,3,3
Ville_1390,1,3
Ville_1391,2,2
Ville_1392,2,3
Ville_1393,3,1
Ville_1394,2,0
Ville_1395,2,1
Ville_1396,1,1
Ville_1397,2,1
Ville_1398,1,2
Ville_1399,0,0
Ville_1400,2,0
Ville_1401,3,1
Ville_1402,2,0
Ville_1403,2,2
Ville_1404,1,3
Ville_1405,0,2
Ville_1406,2,2
Ville_1407,3,2
Ville_1408,0,3
Ville_1409,1,3
Ville_1410,3,0
Ville_1411,1,2
Ville_1412,1,2
Ville_1413,3,0
Ville_1414,1,1
Ville_1415,1,1
Ville_1416,2,2
Ville_1417,2,1
Ville_1418,1,0
Ville_1419,2,1
Ville_1420,3,1
Ville_1421,0,2
Ville_1422,0,1
Ville_1423,3,3
Ville_1424,1,0
Ville_1425,3,1
Ville_1426,0,3
Ville_1427,2,1
Ville_1428,1,1
Ville_1429,0,2
Ville_1430,0,3
Ville_1431,3,1
Ville_1432,0,2
Ville_1433,1,1
Ville_1434,3,3
Ville_1435,1,3
Ville_1436,0,3
Ville_1437,1,1
Ville_1438,2,0
Ville_1439,1,0
Ville_1440,1,1
Ville_1441,0,2
Ville_1442,2,0
Ville_1443,1,1
Ville_1444,0,3
Ville_1445,0,0
Ville_1446,0,1
Ville_1447,1,1
Ville_1448,2,1
Ville_1449,3,3
Ville_1450,0,0
Ville_1451,0,0
Ville_1452,0,1
Ville_1453,2,3
Ville_1454,0,3
Ville_1455,1,1
Ville_1456,2,3
Ville_1457,2,3
Ville_1458,0,2
Ville_1459,2,2
Ville_1460,0,3
Ville_1461,1,1
Ville_1462,0,2
Ville_1463,2,1
Ville_1464,1,1
Ville_1465,0,3
Ville_1466,3,3
Ville_1467,0,2
Ville_1468,2,3
Ville_1469,2,3
Ville_1470,2,1
Ville_1471,3,0
Ville_1472,0,2
Ville_1473,2,1
Ville_1474,0,0
Ville_1475,3,3
Ville_1476,3,3
Ville_1477,3,2
Ville_1478,0,2
Ville_1479,1,3
Ville_1480,3,0
Ville_1481,1,0
Ville_1482,1,0
Ville_1483,2,3
Ville_1484,0,3
Ville_1485,0,0
Ville_1486,1,1
Ville_1487,1,0
Ville_1488,0,3
Ville_1489,3,3
Ville_1490,0,3
Ville_1491,3,3
Ville_1492,1,2
Ville_1493,1,1
Ville_1494,1,1
Ville_1495,3,0
Ville_1496,2,1
Ville_1497,0,1
Ville_1498,3,2
Ville_1499,2,3
Ville_1500,1,3
Ville_1501,0,0
Ville_1502,2,1
Ville_1503,2,1
Ville_1504,0,0
Ville_1505,0,1
Ville_1506,3,2
Ville_1507,1,1
Ville_1508,1,0
Ville_1509,1,1
Ville_1510,2,3
Ville_1511,2,3
Ville_1512,3,1
Ville_1513,1,3
Ville_1514,2,0
Ville_1515,3,1
Ville_1516,3,3
Ville_1517,2,0
Ville_1518,2,1
Ville_1519,1,0
Ville_1520,0,0
Ville_1521,2,0
Ville_1522,3,2
Ville_1523,1,3
Ville_1524,3,2
Ville_1525,1,3
Ville_1526,3,1
Ville_1527,2,0
Ville_1528,1,3
Ville_1529,1,2
Ville_1530,2,2
Ville_1531,1,1
Ville_1532,3,2
Ville_1533,3,2
Ville_1534,3,3
Ville_1535,3,2
Ville_1536,3,2
Ville_1537,3,1
Ville_1538,1,2
Ville_1539,2,2
Ville_1540,0,0
Ville_1541,2,3
Ville_1542,1,2
Ville_1543,0,3
Ville_1544,1,3
Ville_1545,2,3
Ville_1546,2,0
Ville_1547,1,0
Ville_1548,3,1
Ville_1549,3,3
Ville_1550,3,1
Ville_1551,1,2
Ville_1552,0,3
Ville_1553,1,2
Ville_1554,2,1
Ville_1555,0,1
Ville_1556,0,2
Ville_1557,3,2
Ville_1558,0,1
Ville_1559,1,1
Ville_1560,2,3
Ville_1561,3,0
Ville_1562,2,2
Ville_1563,3,3
Ville_1564,1,2
Ville_1565,0,2
Ville_1566,0,3
Ville_1567,0,1
Ville_1568,1,1
Ville_1569,0,2
Ville_1570,3,1
Ville_1571,1,1
Ville_1572,3,1
Ville_1573,0,2
Ville_1574,2,0
Ville_1575,3,3
Ville_1576,3,3
Ville_1577,0,3
Ville_1578,1,3
Ville_1579,1,1
Ville_1580,3,1
Ville_1581,0,0
Ville_1582,0,1
Ville_1583,1,0
Ville_1584,0,2
Ville_1585,2,1
Ville_1586,3,2
Ville_1587,1,1
Ville_1588,1,3
Ville_1589,3,3
Ville_1590,0,1
Ville_1591,3,3
Ville_1592,0,1
Ville_1593,3,0
Ville_1594,2,2
Ville_1595,2,3
Ville_1596,1,0
Ville_1597,2,3
Ville_1598,2,0
Ville_1599,0,1
Ville_1600,1,2
Ville_1601,2,0
Ville_1602,1,2
Ville_1603,0,0
Ville_1604,0,0
Ville_1605,2,2
Ville_1606,3,0
Ville_1607,3,2
Ville_1608,0,0
Ville_1609,1,0
Ville_1610,2,2
Ville_1611,0,0
Ville_1612,2,0
Ville_1613,2,1
Ville_1614,0,2
Ville_1615,3,3
Ville_1616,2,0
Ville_1617,1,2
Ville_1618,1,0
Ville_1619,2,1
Ville_1620,3,2
Ville_1621,3,2
Ville_1622,2,0
Ville_1623,1,0
Ville_1624,0,0
Ville_1625,3,2
Ville_1626,3,2
Ville_1627,3,0
Ville_1628,3,3
Ville_1629,2,0
Ville_1630,0,0
Ville_1631,1,3
Ville_1632,0,3
Ville_1633,1,3
Ville_1634,0,3
Ville_1635,0,0
Ville_1636,2,3
Ville_1637,3,3
Ville_1638,0,0
Ville_1639,3,3
Ville_1640,3,2
Ville_1641,1,1
Ville_1642,1,3
Ville_1643,0,3
Ville_1644,0,2
Ville_1645,0,2
Ville_1646,1,2
Ville_1647,1,2
Ville_1648,2,0
Ville_1649,2,3
Ville_1650,2,3
Ville_1651,1,2
Ville_1652,1,2
Ville_1653,1,1
Ville_1654,1,2
Ville_1655,1,3
Ville_1656,3,1
Ville_1657,0,3
Ville_1658,3,2
Ville_1659,0,0
Ville_1660,2,2
Ville_1661,3,3
Ville_1662,3,1
Ville_1663,0,1
Ville_1664,0,1
Ville_1665,2,1
Ville_1666,1,3
Ville_1667,1,3
Ville_1668,3,3
Ville_1669,1,2
Ville_1670,2,0
Ville_1671,2,0
Ville_1672,1,2
Ville_1673,1,2
Ville_1674,2,3
Ville_1675,0,1
Ville_1676,0,3
Ville_1677,1,0
Ville_1678,3,1
Ville_1679,0,3
Ville_1680,1,1
Ville_1681,3,3
Ville_1682,3,3
Ville_1683,0,0
Ville_1684,2,1
Ville_1685,2,1
Ville_1686,3,3
Ville_1687,1,0
Ville_1688,0,0
Ville_1689,3,0
Ville_1690,1,0
Ville_1691,0,1
Ville_1692,2,1
Ville_1693,1,2
Ville_1694,2,3
Ville_1695,1,0
Ville_1696,2,3
Ville_1697,3,3
Ville_1698,0,3
Ville_1699,0,3
Ville_1700,0,3
Ville_1701,2,3
Ville_1702,2,3
Ville_1703,3,3
Ville_1704,3,2
Ville_1705,0,3
Ville_1706,1,1
Ville_1707,2,2
Ville_1708,0,0
Ville_1709,2,1
Ville_1710,1,2
Ville_1711,1,3
Ville_1712,2,1
Ville_1713,3,1
Ville_1714,1,1
Ville_1715,0,0
Ville_1716,2,1
Ville_1717,0,3
Ville_1718,0,2
Ville_1719,2,3
Ville_1720,1,3
Ville_1721,0,0
Ville_1722,2,3
Ville_1723,0,0
Ville_1724,2,0
Ville_1725,0,0
Ville_1726,0,3
Ville_1727,1,3
Ville_1728,0,0
Ville_1729,0,1
Ville_1730,3,2
Ville_1731,1,2
Ville_1732,3,2
Ville_1733,3,1
Ville_1734,1,2
Ville_1735,2,1
Ville_1736,2,3
Ville_1737,0,1
Ville_1738,0,2
Ville_1739,3,3
Ville_1740,0,2
Ville_1741,3,1
Ville_1742,3,3
Ville_1743,2,1
Ville_1744,1,0
Ville_1745,1,0
Ville_1746,3,1
Ville_1747,3,3
Ville_1748,2,1
Ville_1749,1,2
Ville_1750,3,2
Ville_1751,2,1
Ville_1752,3,1
Ville_1753,2,0
Ville_1754,0,0
Ville_1755,1,0
Ville_1756,3,0
Ville_1757,0,2
Ville_1758,3,0
Ville_1759,2,0
Ville_1760,0,2
Ville_1761,2,1
Ville_1762,1,3
Ville_1763,0,3
Ville_1764,1,0
Ville_1765,1,1
Ville_1766,2,3
Ville_1767,1,3
Ville_1768,1,0
Ville_1769,0,0
Ville_1770,0,0
Ville_1771,0,1
Ville_1772,0,3
Ville_1773,0,0
Ville_1774,2,0
Ville_1775,1,1
Ville_1776,2,2
Ville_1777,0,2
Ville_1778,1,0
Ville_1779,1,0
Ville_1780,2,1
Ville_1781,3,3
Ville_1782,3,0
Ville_1783,1,3
Ville_1784,3,1
Ville_1785,0,0
Ville_1786,1,1
Ville_1787,3,0
Ville_1788,2,2
Ville_1789,3,2
Ville_1790,3,0
Ville_1791,2,1
Ville_1792,0,0
Ville_1793,0,2
Ville_1794,1,1
Ville_1795,0,3
Ville_1796,3,1
Ville_1797,3,2
Ville_1798,1,0
Ville_1799,0,2
Ville_1800,1,3
Ville_1801,1,3
Ville_1802,3,2
Ville_1803,0,0
Ville_1804,3,3
Ville_1805,3,3
Ville_1806,0,3
Ville_1807,3,3
Ville_1808,1,1
Ville_1809,3,1
Ville_1810,3,2
Ville_1811,0,0
Ville_1812,3,1
Ville_1813,3,3
Ville_1814,1,1
Ville_1815,1,3
Ville_1816,3,3
Ville_1817,3,0
Ville_1818,1,3
Ville_1819,3,0
Ville_1820,3,2
Ville_1821,1,1
Ville_1822,0,3
Ville_1823,2,1
Ville_1824,2,0
Ville_1825,1,2
Ville_1826,2,3
Ville_1827,3,3
Ville_1828,1,3
Ville_1829,2,3
Ville_1830,3,2
Ville_1831,0,1
Ville_1832,2,0
Ville_1833,2,0
Ville_1834,0,2
Ville_1835,0,3
Ville_1836,0,3
Ville_1837,2,3
Ville_1838,1,0
Ville_1839,1,2
Ville_1840,3,2
Ville_1841,0,3
Ville_1842,0,0
Ville_1843,2,3
Ville_1844,0,0
Ville_1845,2,0
Ville_1846,0,1
Ville_1847,2,2
Ville_1848,1,3
Ville_1849,3,2
Ville_1850,3,0
Ville_1851,1,0
Ville_1852,1,1
Ville_1853,0,0
Ville_1854,0,1
Ville_1855,2,0
Ville_1856,0,3
Ville_1857,0,3
Ville_1858,2,1
Ville_1859,0,3
Ville_1860,2,1
Ville_1861,1,1
Ville_1862,1,1
Ville_1863,3,1
Ville_1864,0,0
Ville_1865,3,1
Ville_1866,0,0
Ville_1867,3,1
Ville_1868,0,1
Ville_1869,2,1
Ville_1870,3,3
Ville_1871,1,2
Ville_1872,3,2
Ville_1873,1,3
Ville_1874,2,0
Ville_1875,2,3
Ville_1876,0,2
Ville_1877,2,3
Ville_1878,2,3
Ville_1879,3,2
Ville_1880,0,3
Ville_1881,3,1
Ville_1882,2,2
Ville_1883,2,2
Ville_1884,1,2
Ville_1885,2,0
Ville_1886,2,3
Ville_1887,3,3
Ville_1888,2,1
Ville_1889,2,1
Ville_1890,2,1
Ville_1891,2,3
Ville_1892,1,3
Ville_1893,3,1
Ville_1894,3,3
Ville_1895,2,2
Ville_1896,1,1
Ville_1897,0,3
Ville_1898,3,2
Ville_1899,3,0
Ville_1900,2,1
Ville_1901,1,3
Ville_1902,1,2
Ville_1903,2,1
Ville_1904,3,2
Ville_1905,0,2
Ville_1906,0,2
Ville_1907,2,0
Ville_1908,2,0
Ville_1909,1,2
Ville_1910,3,3
Ville_1911,1,0
Ville_1912,0,3
Ville_1913,1,2
Ville_1914,1,1
Ville_1915,0,3
Ville_1916,3,1
Ville_1917,3,1
Ville_1918,2,2
Ville_1919,2,0
Ville_1920,1,0
Ville_1921,0,3
Ville_1922,1,2
Ville_1923,2,0
Ville_1924,2,0
Ville_1925,1,0
Ville_1926,2,2
Ville_1927,0,1
Ville_1928,0,2
Ville_1929,1,2
Ville_1930,1,0
Ville_1931,1,3
Ville_1932,2,1
Ville_1933,1,3
Ville_1934,2,1
Ville_1935,0,0
Ville_1936,0,1
Ville_1937,1,2
Ville_1938,0,2
Ville_1939,1,3
Ville_1940,2,1
Ville_1941,3,2
Ville_1942,1,3
Ville_1943,3,1
Ville_1944,2,0
Ville_1945,0,2
Ville_1946,3,1
Ville_1947,1,2
Ville_1948,2,2
Ville_1949,2,0
Ville_1950,2,3
Ville_1951,0,0
Ville_1952,1,2
Ville_1953,0,0
Ville_1954,3,2
Ville_1955,2,2
Ville_1956,2,1
Ville_1957,3,0
Ville_1958,3,1
Ville_1959,3,1
Ville_1960,0,3
Ville_1961,3,1
Ville_1962,1,3
Ville_1963,2,3
Ville_1964,0,1
Ville_1965,0,2
Ville_1966,3,2
Ville_1967,3,1
Ville_1968,3,2
Ville_1969,0,1
Ville_1970,3,0
Ville_1971,2,0
Ville_1972,3,3
Ville_1973,1,0
Ville_1974,0,3
Ville_1975,1,0
Ville_1976,3,1
Ville_1977,0,1
Ville_1978,2,0
Ville_1979,3,3
Ville_1980,0,2
Ville_1981,2,0
Ville_1982,2,1
Ville_1983,1,3
Ville_1984,3,1
Ville_1985,0,1
Ville_1986,1,2
Ville_1987,1,0
Ville_1988,2,2
Ville_1989,0,2
Ville_1990,1,0
Ville_1991,1,2
Ville_1992,1,3
Ville_1993,2,2
Ville_1994,0,1
Ville_1995,1,1
Ville_1996,0,1
Ville_1997,2,1
Ville_1998,3,2
Ville_1999,2,3
Ville_2000,3,3
